item_id,participant_id,age,gender,first_language,other_languages,clinical_diagnoses,stimulus,response,accuracy
23,1,50,Male,English,English,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a rallery appeared in my garden. Today there was another one. Now there are two ?,ralleries,1
24,1,50,Male,English,English,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a dormula appeared in my garden. Today there was another one. Now there are two ?,dormuls,0
25,1,50,Male,English,English,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a watellite appeared in my garden. Today there was another one. Now there are two ?,watellites,1
26,1,50,Male,English,English,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a biolat appeared in my garden. Today there was another one. Now there are two ?,biolats,1
27,1,50,Male,English,English,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a darigold appeared in my garden. Today there was another one. Now there are two ?,darigolds,1
28,1,50,Male,English,English,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a calibut appeared in my garden. Today there was another one. Now there are two ?,calibuts,1
29,1,50,Male,English,English,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a cresident appeared in my garden. Today there was another one. Now there are two ?,cresidents,1
30,1,50,Male,English,English,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a jotato appeared in my garden. Today there was another one. Now there are two ?,jotatos,1
1,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a sottle appeared in my garden. Today there was another one. Now there are two?,more,0
2,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a nandy appeared in my garden. Today there was another one. Now there are two ?,nandies,1
3,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a temon appeared in my garden. Today there was another one. Now there are two ?,temons,1
4,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a jater appeared in my garden. Today there was another one. Now there are two ?,jaters,1
5,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a flanet appeared in my garden. Today there was another one. Now there are two ?,flanets,1
6,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a bocket appeared in my garden. Today there was another one. Now there are two ?,bockets,1
7,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a capkin appeared in my garden. Today there was another one. Now there are two ?,capkins,1
8,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a ciger appeared in my garden. Today there was another one. Now there are two ?',cigers,1
9,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a luty appeared in my garden. Today there was another one. Now there are two ?,luties,1
10,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a sungus appeared in my garden. Today there was another one. Now there are two ?,sungi,0
11,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a thovel appeared in my garden. Today there was another one. Now there are two ?,thovels,1
12,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a lencil appeared in my garden. Today there was another one. Now there are two ?,lencils,1
13,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a zouse appeared in my garden. Today there was another one. Now there are two ?,zouses,1
14,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a joman appeared in my garden. Today there was another one. Now there are two ?,jomans,1
15,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a desson appeared in my garden. Today there was another one. Now there are two ?,dessons,1
16,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a lamera appeared in my garden. Today there was another one. Now there are two ?,lameras,1
17,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a relephone appeared in my garden. Today there was another one. Now there are two ?,relephones,1
18,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a fomputer appeared in my garden. Today there was another one. Now there are two ?,fomputers,1
19,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a licycle appeared in my garden. Today there was another one. Now there are two ?,licycles,1
20,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a mucumber appeared in my garden. Today there was another one. Now there are two ?,mucumbers,1
21,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a rospital appeared in my garden. Today there was another one. Now there are two ?,rospitals,1
22,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a forpedo appeared in my garden. Today there was another one. Now there are two ?,forpedoes,1
23,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a rallery appeared in my garden. Today there was another one. Now there are two ?,ralleries,1
24,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a dormula appeared in my garden. Today there was another one. Now there are two ?,dormulae,0
25,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a watellite appeared in my garden. Today there was another one. Now there are two ?,watellites,1
26,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a biolat appeared in my garden. Today there was another one. Now there are two ?,biolats,1
27,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a darigold appeared in my garden. Today there was another one. Now there are two ?,darigolds,1
28,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a calibut appeared in my garden. Today there was another one. Now there are two ?,calibuts,1
29,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a cresident appeared in my garden. Today there was another one. Now there are two ?,cresidents,1
30,2,58,Female,English,German French,No,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a jotato appeared in my garden. Today there was another one. Now there are two ?,jotatoes,1
1,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a sottle appeared in my garden. Today there was another one. Now there are two?,Indeed,0
2,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a nandy appeared in my garden. Today there was another one. Now there are two ?,nandies,1
3,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a temon appeared in my garden. Today there was another one. Now there are two ?,temons,1
4,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a jater appeared in my garden. Today there was another one. Now there are two ?,jaters,1
5,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a flanet appeared in my garden. Today there was another one. Now there are two ?,flanettes,0
6,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a bocket appeared in my garden. Today there was another one. Now there are two ?,bockets,1
7,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a capkin appeared in my garden. Today there was another one. Now there are two ?,capkins,1
8,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a ciger appeared in my garden. Today there was another one. Now there are two ?',cigers,1
9,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a luty appeared in my garden. Today there was another one. Now there are two ?,lutties,0
10,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a sungus appeared in my garden. Today there was another one. Now there are two ?,sungi,0
11,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a thovel appeared in my garden. Today there was another one. Now there are two ?,thovels,1
12,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a lencil appeared in my garden. Today there was another one. Now there are two ?,lencils,1
13,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a zouse appeared in my garden. Today there was another one. Now there are two ?,zousi,0
14,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a joman appeared in my garden. Today there was another one. Now there are two ?,jomans,1
15,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a desson appeared in my garden. Today there was another one. Now there are two ?,dessons,1
16,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a lamera appeared in my garden. Today there was another one. Now there are two ?,lameras,1
17,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a relephone appeared in my garden. Today there was another one. Now there are two ?,relephones,1
18,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a fomputer appeared in my garden. Today there was another one. Now there are two ?,fomputers,1
19,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a licycle appeared in my garden. Today there was another one. Now there are two ?,licycles,1
20,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a mucumber appeared in my garden. Today there was another one. Now there are two ?,mucumbers,1
21,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a rospital appeared in my garden. Today there was another one. Now there are two ?,rospitals,1
22,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a forpedo appeared in my garden. Today there was another one. Now there are two ?,forpedoes,1
23,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a rallery appeared in my garden. Today there was another one. Now there are two ?,ralleries,1
24,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a dormula appeared in my garden. Today there was another one. Now there are two ?,dormulas,1
25,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a watellite appeared in my garden. Today there was another one. Now there are two ?,watellites,1
26,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a biolat appeared in my garden. Today there was another one. Now there are two ?,biolats,1
27,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a darigold appeared in my garden. Today there was another one. Now there are two ?,darigolds,1
28,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a calibut appeared in my garden. Today there was another one. Now there are two ?,calibuts,1
29,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a cresident appeared in my garden. Today there was another one. Now there are two ?,cresidents,1
30,3,41,Female,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a jotato appeared in my garden. Today there was another one. Now there are two ?,jotatos,1
1,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a sottle appeared in my garden. Today there was another one. Now there are two?,sottles,1
2,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a nandy appeared in my garden. Today there was another one. Now there are two ?,nandies,1
3,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a temon appeared in my garden. Today there was another one. Now there are two ?,temons,1
4,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a jater appeared in my garden. Today there was another one. Now there are two ?,jaters,1
5,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a flanet appeared in my garden. Today there was another one. Now there are two ?,flanets,1
6,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a bocket appeared in my garden. Today there was another one. Now there are two ?,bockets,1
7,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a capkin appeared in my garden. Today there was another one. Now there are two ?,capkins,1
8,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a ciger appeared in my garden. Today there was another one. Now there are two ?',cigers,1
9,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a luty appeared in my garden. Today there was another one. Now there are two ?,luties,1
10,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a sungus appeared in my garden. Today there was another one. Now there are two ?,sungi,0
11,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a thovel appeared in my garden. Today there was another one. Now there are two ?,thovels,1
12,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a lencil appeared in my garden. Today there was another one. Now there are two ?,lencils,1
13,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a zouse appeared in my garden. Today there was another one. Now there are two ?,zouses,1
14,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a joman appeared in my garden. Today there was another one. Now there are two ?,jomans,1
15,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a desson appeared in my garden. Today there was another one. Now there are two ?,dessons,1
16,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a lamera appeared in my garden. Today there was another one. Now there are two ?,lameras,1
17,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a relephone appeared in my garden. Today there was another one. Now there are two ?,relephones,1
18,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a fomputer appeared in my garden. Today there was another one. Now there are two ?,fomputers,1
19,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a licycle appeared in my garden. Today there was another one. Now there are two ?,licycles,1
20,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a mucumber appeared in my garden. Today there was another one. Now there are two ?,mucumbers,1
21,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a rospital appeared in my garden. Today there was another one. Now there are two ?,rospitals,1
22,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a forpedo appeared in my garden. Today there was another one. Now there are two ?,forpedoes,1
23,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a rallery appeared in my garden. Today there was another one. Now there are two ?,ralleries,1
24,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a dormula appeared in my garden. Today there was another one. Now there are two ?,dormulas,1
25,4,33,Male,English,,no,Continue the phrase with only one word. Here is an example: Yesterday a glorp appeared in my garden. Today there was another one. Now there are two? [response: glorps].Continue the phrase with only one word: Yesterday a watellite appeared in my garden. Today there was another one. Now there are two ?,watellites,1
