item_id,participant_id,age,gender,first_language,other_languages,clinical_diagnoses,stimulus,response,accuracy
18,1,27,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un lompromís al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,lompromisos,1
19,1,27,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un cibre al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,cibres,1
20,1,27,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un zome al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,zomes,1
21,1,27,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un xanal al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,xanals,1
22,1,27,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple: Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un gavall al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,gavalls,1
23,1,27,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un famí al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,famins,1
24,1,27,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un deó al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,deóns,1
25,1,27,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un diment al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,diments,1
26,1,27,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un darret al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,darrets,1
27,1,27,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un dotxe al meu jardí. Avui n'havia un més Ara n'hi ha dos?,dotxes,1
28,1,27,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un lardí al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,lardins,1
29,1,27,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un loixí al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,loixins,1
30,1,27,Female,Catalan,Spanish English,no,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un limnàs al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,limnassos,1
1,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple: Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una fronja al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,fronges,1
2,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple: Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una claça al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,claces,1
3,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una rona al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,rones,1
4,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una dabata al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,dabates,1
5,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una xullera al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,xulleres,1
6,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una mibreta al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,mibretes,1
7,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una peringa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,peringues,1
8,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una frúixola al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,frúixoles,1
9,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una zoguina al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,zoguines,1
10,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una flimona al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,flimones,1
11,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una verassa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,verasses,1
12,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una xaldera al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,xalderes,1
13,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una madira al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,madires,1
14,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una ràquina al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,ràquines,1
15,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una paduixa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,paduixes,1
16,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un rabater al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,rabaters,1
17,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un pomàquet al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,pomàquets,1
18,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un lompromís al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,lompromisos,1
19,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un cibre al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,cibres,1
20,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un zome al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,zomes,1
21,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un xanal al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,xanals,1
22,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple: Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un gavall al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,gavalls,1
23,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un famí al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,famins,1
24,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un deó al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,deons,1
25,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un diment al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,diments,1
26,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un darret al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,darrets,1
27,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un dotxe al meu jardí. Avui n'havia un més Ara n'hi ha dos?,dotxes,1
28,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un lardí al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,lardins,1
29,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un loixí al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,loixins,1
30,2,22,Male,Catalan,Spanish English French,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un limnàs al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,limnasos,1
1,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple: Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una fronja al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,fronges,1
2,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple: Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una claça al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,claces,1
3,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una rona al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,rones,1
4,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una dabata al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,dabates,1
5,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una xullera al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,xulleres,1
6,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una mibreta al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,mibretes,1
7,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una peringa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,peringues,1
8,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una frúixola al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,frúixoles,1
9,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una zoguina al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,zoguines,1
10,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una flimona al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,flimones,1
11,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una verassa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,verasses,1
12,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una xaldera al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,xalderes,1
13,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer una madira al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,madires,1
14,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una ràquina al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,ràquines,1
15,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer una paduixa al meu jardí. Avui n'havia una més. Ara n'hi ha dues?,paduixes,1
16,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un rabater al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,rabaters,1
17,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un pomàquet al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,pomàquets,1
18,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un lompromís al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,lompromísses,0
19,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un cibre al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,cibres,1
20,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats].Continua la frase amb només una paraula: Ahir va aparèixer un zome al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,zomes,1
21,3,24,Female,Catalan,Spanish English,No,Continua la frase amb només una paraula. Aquí hi ha un exemple:  Ahir va aparèixer una liutat al meu jardí. Avui n'havia una més. Ara n'hi ha dues? [resposta correcta: liutats]. Continua la frase amb només una paraula: Ahir va aparèixer un xanal al meu jardí. Avui n'havia un més. Ara n'hi ha dos?,xanals,1
